date,NATIONAL_DEMAND,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,LONDON_TEMPERATURE,CARDIFF_TEMPERATURE,GLASSGOW_TEMPERATURE
2022-08-26 03:00:00,37793,34346,790,6545.0,0,13861.0,13.6565,11.4535,12.4255
2022-08-26 04:00:00,37491,33991,728,6545.0,0,13861.0,13.1565,11.7035,11.9755
2022-08-26 05:00:00,38195,34626,663,6545.0,0,13861.0,12.2565,11.8035,12.3255
2022-08-26 06:00:00,41265,37352,628,6545.0,6,13861.0,13.356501,13.2035,12.7755
2022-08-26 07:00:00,46328,41761,602,6545.0,811,13861.0,15.0565,14.7035,13.1755
2022-08-26 08:00:00,50604,45320,577,6545.0,3328,13861.0,17.0065,16.4535,13.4755
2022-08-26 09:00:00,51377,45899,577,6545.0,6910,13861.0,18.6565,17.7035,14.1255
2022-08-26 10:00:00,50105,44440,590,6545.0,10746,13861.0,19.9065,18.3535,15.0755
2022-08-26 11:00:00,48273,42638,609,6545.0,13258,13861.0,21.1065,18.1535,15.4755
2022-08-26 12:00:00,47978,42555,651,6545.0,14665,13861.0,21.456501,18.4035,15.8755
2022-08-26 13:00:00,47721,42366,714,6545.0,13851,13861.0,22.2565,19.3535,15.3755
2022-08-26 14:00:00,47343,42152,767,6545.0,11884,13861.0,22.6565,20.1035,16.525501
2022-08-26 15:00:00,47760,42521,824,6545.0,9156,13861.0,22.8065,20.1035,17.2255
2022-08-26 16:00:00,49367,44026,841,6545.0,7285,13861.0,22.706501,19.6535,17.025501
2022-08-26 17:00:00,52989,47526,872,6545.0,4967,13861.0,22.206501,19.3535,15.7255
2022-08-26 18:00:00,55702,50232,859,6545.0,3031,13861.0,21.5565,18.7035,15.7755
2022-08-26 19:00:00,55681,50406,793,6545.0,1036,13861.0,19.6565,17.3535,15.0255
2022-08-26 20:00:00,54802,49642,695,6545.0,51,13861.0,18.0565,15.9035,13.4255
2022-08-26 21:00:00,53716,48602,630,6545.0,0,13861.0,17.7565,15.5035,12.9255
2022-08-26 22:00:00,49858,45155,570,6545.0,0,13861.0,17.1565,14.8535,12.3755
2022-08-26 23:00:00,45420,41089,505,6545.0,0,13861.0,16.5065,14.4035,12.2255
2022-08-27 00:00:00,41635,37681,465,6545.0,0,13861.0,15.856501,14.2535,11.6755
2022-08-27 01:00:00,39007,35340,441,6545.0,0,13861.0,14.8065,14.0035,10.1755
2022-08-27 02:00:00,38098,34575,416,6545.0,0,13861.0,14.4065,13.6535,9.1255
2022-08-27 03:00:00,36989,33539,408,6545.0,0,13861.0,13.5565,13.5535,8.5255
2022-08-27 04:00:00,36360,32905,405,6545.0,0,13861.0,12.9065,13.3035,8.0255
2022-08-27 05:00:00,36474,32989,415,6545.0,0,13861.0,13.9065,12.6535,7.7255
2022-08-27 06:00:00,37791,34151,419,6545.0,4,13861.0,14.0565,12.9035,8.5255
2022-08-27 07:00:00,39913,35973,426,6545.0,749,13861.0,15.356501,14.9035,10.7755
2022-08-27 08:00:00,42044,37573,446,6545.0,3140,13861.0,17.456501,16.9535,12.5755
2022-08-27 09:00:00,43483,38598,483,6545.0,6630,13861.0,19.6565,18.5535,14.2755
2022-08-27 10:00:00,43215,38081,521,6545.0,10447,13861.0,20.956501,19.7535,15.6755
2022-08-27 11:00:00,41595,36492,562,6545.0,13338,13861.0,21.7565,20.8035,16.875502
2022-08-27 12:00:00,41547,36535,614,6545.0,13534,13861.0,22.4065,21.8035,17.775501
2022-08-27 13:00:00,40816,35927,719,6545.0,14105,13861.0,22.6065,22.5535,18.2255
2022-08-27 14:00:00,39940,35241,804,6545.0,12754,13861.0,22.8565,23.0035,18.625502
2022-08-27 15:00:00,40017,35366,887,6545.0,11953,13861.0,23.1065,23.0035,18.775501
2022-08-27 16:00:00,41810,36966,965,6545.0,9584,13861.0,23.206501,22.7535,18.7255
2022-08-27 17:00:00,44984,39572,1025,6545.0,6884,13861.0,22.0065,22.0535,18.1755
2022-08-27 18:00:00,48764,43017,997,6545.0,3885,13861.0,19.1565,20.6535,17.375502
2022-08-27 19:00:00,50776,45326,916,6545.0,1356,13861.0,17.9065,18.7035,15.7755
2022-08-27 20:00:00,51135,46259,866,6545.0,48,13861.0,16.706501,17.5035,14.0255
2022-08-27 21:00:00,50885,46039,927,6545.0,0,13861.0,15.4565,16.5535,13.2755
2022-08-27 22:00:00,48226,43583,960,6545.0,0,13861.0,14.356501,16.5035,13.7755
2022-08-27 23:00:00,44353,39961,930,6545.0,0,13861.0,13.4065,16.9535,13.5755
2022-08-28 00:00:00,40604,36572,897,6545.0,0,13861.0,14.0565,17.5035,13.7755
2022-08-28 01:00:00,38420,34607,873,6545.0,0,13861.0,13.5565,16.9535,13.4755
2022-08-28 02:00:00,37209,33545,810,6545.0,0,13861.0,13.4065,16.6535,14.0755
2022-08-28 03:00:00,35833,32284,745,6545.0,0,13861.0,13.2565,15.9035,14.0255
2022-08-28 04:00:00,34991,31426,718,6545.0,0,13861.0,12.9565,15.3535,13.1755
2022-08-28 05:00:00,34797,31249,719,6545.0,0,13861.0,13.0565,15.0035,13.2755
2022-08-28 06:00:00,35311,31693,729,6545.0,5,13861.0,13.9565,15.1035,13.2255
2022-08-28 07:00:00,36691,32962,760,6545.0,998,13861.0,15.7565,16.3035,13.8255
2022-08-28 08:00:00,38780,34677,797,6545.0,3657,13861.0,17.6565,17.2035,14.3755
2022-08-28 09:00:00,40352,35756,872,6545.0,6924,13861.0,19.456501,18.4035,15.3755
2022-08-28 10:00:00,41017,36106,919,6545.0,9751,13861.0,20.456501,19.2035,16.525501
2022-08-28 11:00:00,41040,36037,966,6545.0,12123,13861.0,21.6565,19.9035,17.2255
2022-08-28 12:00:00,40809,35827,999,6545.0,13003,13861.0,22.1065,21.1035,17.7255
2022-08-28 13:00:00,40826,35999,1032,6545.0,13445,13861.0,22.1565,21.3535,19.025501
2022-08-28 14:00:00,40814,36180,1048,6545.0,11537,13861.0,22.1565,21.7035,19.8255
2022-08-28 15:00:00,41985,37365,1100,6545.0,9143,13861.0,22.3065,22.2035,19.625502
2022-08-28 16:00:00,44013,39258,1182,6545.0,7448,13861.0,21.8565,22.1535,19.625502
2022-08-28 17:00:00,47257,42110,1262,6545.0,4824,13861.0,20.456501,21.5035,19.1755
2022-08-28 18:00:00,49431,44220,1245,6545.0,2606,13861.0,18.956501,20.6535,18.3255
2022-08-28 19:00:00,49859,44633,1204,6545.0,811,13861.0,17.706501,19.3535,16.9255
2022-08-28 20:00:00,50130,45079,1185,6545.0,25,13861.0,16.6065,17.7035,15.6755
2022-08-28 21:00:00,48690,43660,1185,6545.0,0,13861.0,15.856501,17.1035,14.7755
2022-08-28 22:00:00,46436,41820,1197,6545.0,0,13861.0,15.7565,17.0035,14.0255
2022-08-28 23:00:00,43292,39106,1208,6545.0,0,13861.0,15.0065,16.8035,13.3255
2022-08-29 00:00:00,39447,35613,1194,6545.0,0,13861.0,14.9065,17.0035,12.8255
2022-08-29 01:00:00,37463,33865,1171,6545.0,0,13861.0,14.7565,16.6035,12.5755
2022-08-29 02:00:00,36348,32879,1090,6545.0,0,13861.0,14.106501,15.8535,12.4255
2022-08-29 03:00:00,34976,31547,1051,6545.0,0,13861.0,13.8065,15.3535,12.1255
2022-08-29 04:00:00,34673,31215,1054,6545.0,0,13861.0,14.106501,14.8035,12.1755
2022-08-29 05:00:00,34973,31487,1160,6545.0,0,13861.0,13.9565,14.3035,12.1755
2022-08-29 06:00:00,36943,33119,1202,6545.0,0,13861.0,14.2565,14.3535,12.3255
2022-08-29 07:00:00,39959,35416,1226,6545.0,601,13861.0,15.7065,15.9535,12.8755
2022-08-29 08:00:00,41650,36331,1295,6545.0,2991,13861.0,17.456501,17.2535,13.9255
2022-08-29 09:00:00,43158,37557,1484,6545.0,5696,13861.0,18.7565,18.3035,15.6755
2022-08-29 10:00:00,43914,38201,1669,6545.0,7730,13861.0,19.5565,18.6035,17.1755
2022-08-29 11:00:00,43781,38038,1830,6545.0,9184,13861.0,19.8565,20.0035,18.4255
2022-08-29 12:00:00,43547,37771,1939,6545.0,10698,13861.0,21.3065,20.7535,17.8255
2022-08-29 13:00:00,43509,37856,1990,6545.0,9787,13861.0,21.3565,21.1035,18.8255
2022-08-29 14:00:00,42578,37026,2099,6545.0,9744,13861.0,20.706501,21.7535,19.775501
2022-08-29 15:00:00,42851,37368,2202,6545.0,8790,13861.0,20.9065,21.9035,20.0755
2022-08-29 16:00:00,44745,39110,2224,6545.0,7085,13861.0,20.0065,21.6535,19.8255
2022-08-29 17:00:00,48276,42475,2243,6545.0,5238,13861.0,19.4065,21.0035,19.275501
2022-08-29 18:00:00,51427,45701,2170,6545.0,2969,13861.0,18.8565,20.2535,18.275501
2022-08-29 19:00:00,52965,47379,2033,6545.0,890,13861.0,17.456501,18.7035,16.525501
2022-08-29 20:00:00,53150,47663,1974,6545.0,25,13861.0,16.4065,18.0035,14.9755
2022-08-29 21:00:00,52473,47111,1972,6545.0,0,13861.0,16.1065,17.4535,13.9255
2022-08-29 22:00:00,48656,43715,1898,6545.0,0,13861.0,15.2065,16.9035,13.5255
2022-08-29 23:00:00,43730,39369,1827,6545.0,0,13861.0,14.4065,16.1535,13.5255
2022-08-30 00:00:00,39875,35882,1809,6545.0,0,13861.0,14.0565,15.1035,12.9755
2022-08-30 01:00:00,37680,33884,1835,6545.0,0,13861.0,13.9565,14.3035,12.7755
2022-08-30 02:00:00,36523,32858,1821,6545.0,0,13861.0,14.356501,13.7535,12.2755
2022-08-30 03:00:00,35314,31741,1794,6545.0,0,13861.0,15.0065,13.3035,12.9755
2022-08-30 04:00:00,35192,31584,1809,6545.0,0,13861.0,15.2565,12.8535,13.3755
2022-08-30 05:00:00,36114,32414,1858,6545.0,0,13861.0,14.5065,12.5535,13.5255
2022-08-30 06:00:00,40191,36143,1880,6545.0,0,13861.0,14.606501,12.5535,13.6255
2022-08-30 07:00:00,46697,41891,1911,6545.0,823,13861.0,16.0565,13.7035,13.8755
2022-08-30 08:00:00,51729,46186,2042,6545.0,3674,13861.0,17.456501,15.5035,14.5255
2022-08-30 09:00:00,52771,46981,2284,6545.0,6387,13861.0,18.8065,16.9535,14.7255
2022-08-30 10:00:00,50873,45037,2397,6545.0,8897,13861.0,19.456501,18.2035,15.0755
2022-08-30 11:00:00,49627,43839,2389,6545.0,10778,13861.0,20.5065,18.7535,15.1255
2022-08-30 12:00:00,50420,44572,2349,6545.0,10877,13861.0,21.6565,19.1035,15.3255
2022-08-30 13:00:00,50897,45193,2327,6545.0,10530,13861.0,22.7565,20.4035,16.4255
2022-08-30 14:00:00,50590,45059,2373,6545.0,10323,13861.0,22.706501,21.6535,16.3255
2022-08-30 15:00:00,50707,45262,2413,6545.0,9375,13861.0,23.1065,21.3035,16.625502
2022-08-30 16:00:00,51821,46197,2426,6545.0,7513,13861.0,22.706501,21.3535,16.5755
2022-08-30 17:00:00,54890,49140,2499,6545.0,5872,13861.0,22.1065,21.4535,15.9755
2022-08-30 18:00:00,57232,51385,2461,6545.0,3680,13861.0,20.8065,19.5035,15.1255
2022-08-30 19:00:00,58295,52675,2259,6545.0,1168,13861.0,19.6565,18.1535,14.5255
2022-08-30 20:00:00,58607,53007,2175,6545.0,22,13861.0,18.9065,17.2035,13.5255
2022-08-30 21:00:00,56530,51059,2185,6545.0,0,13861.0,18.3065,16.7035,12.7255
2022-08-30 22:00:00,51485,46636,2125,6545.0,0,13861.0,16.5565,16.6035,11.1755
2022-08-30 23:00:00,46399,42030,2071,6545.0,0,13861.0,15.5565,16.2035,10.2255
2022-08-31 00:00:00,41952,38027,2022,6545.0,0,13861.0,15.0065,15.8035,9.1255
2022-08-31 01:00:00,39531,35852,1974,6545.0,0,13861.0,14.2565,15.3535,10.2755
2022-08-31 02:00:00,38589,35019,1925,6545.0,0,13861.0,13.9565,15.0035,10.4755
2022-08-31 03:00:00,37449,33931,1928,6545.0,0,13861.0,13.6565,14.6535,9.0755
2022-08-31 04:00:00,36924,33429,1970,6545.0,0,13861.0,13.4065,14.1035,7.7255
2022-08-31 05:00:00,37677,34099,2035,6545.0,0,13861.0,13.4065,13.7035,7.0255
2022-08-31 06:00:00,41301,37372,2025,6545.0,0,13861.0,14.0565,13.6035,7.6755
2022-08-31 07:00:00,47684,42977,2063,6545.0,810,13861.0,16.1065,14.6035,9.7755
2022-08-31 08:00:00,52045,46616,2206,6545.0,3757,13861.0,17.5565,15.8535,11.9255
2022-08-31 09:00:00,53077,47467,2494,6545.0,6729,13861.0,19.456501,17.2035,13.7755
2022-08-31 10:00:00,51569,45996,2731,6545.0,9592,13861.0,20.6065,18.4035,14.8755
2022-08-31 11:00:00,50320,44681,2869,6545.0,12034,13861.0,21.206501,19.7035,15.4755
2022-08-31 12:00:00,50199,44528,2923,6545.0,12590,13861.0,22.7565,20.4535,16.2255
2022-08-31 13:00:00,49916,44338,2928,6545.0,12734,13861.0,23.2565,20.9035,17.025501
2022-08-31 14:00:00,49575,44096,2924,6545.0,12492,13861.0,23.0065,21.2535,17.5755
2022-08-31 15:00:00,49538,44204,2955,6545.0,11255,13861.0,22.5565,21.6535,17.9255
2022-08-31 16:00:00,50201,44734,2891,6545.0,9752,13861.0,22.0065,21.7535,17.375502
2022-08-31 17:00:00,53254,47589,2939,6545.0,6870,13861.0,21.4065,21.5535,16.025501
2022-08-31 18:00:00,56544,51026,2867,6545.0,3955,13861.0,19.8565,20.8535,15.6255
2022-08-31 19:00:00,57645,52214,2707,6545.0,1185,13861.0,18.0065,19.9535,14.2755
2022-08-31 20:00:00,57840,52384,2610,6545.0,21,13861.0,16.8565,18.8535,12.5255
2022-08-31 21:00:00,56551,51029,2572,6545.0,0,13861.0,16.1565,18.2535,11.9255
2022-08-31 22:00:00,52031,47029,2560,6545.0,0,13861.0,15.7565,17.7535,11.1755
2022-08-31 23:00:00,46622,42129,2571,6545.0,0,13861.0,16.206501,17.1035,10.7755
2022-09-01 00:00:00,42073,37968,2509,6545.0,0,13861.0,15.7065,15.8535,9.8255
2022-09-01 01:00:00,39756,35848,2383,6545.0,0,13861.0,15.3065,15.0035,9.0755
2022-09-01 02:00:00,38625,34827,2245,6545.0,0,13861.0,15.2565,14.4035,8.8255
2022-09-01 03:00:00,37260,33539,2142,6545.0,0,13861.0,15.356501,13.9535,8.5255
2022-09-01 04:00:00,37078,33271,2084,6545.0,0,13861.0,15.3065,13.7535,8.4255
2022-09-01 05:00:00,37687,33797,2106,6545.0,0,13861.0,15.4065,13.9035,8.6755
2022-09-01 06:00:00,41723,37456,2117,6545.0,0,13861.0,15.9065,14.4035,8.7755
2022-09-01 07:00:00,47859,42865,2171,6545.0,570,13861.0,17.2565,15.1535,9.3255
2022-09-01 08:00:00,51952,46427,2301,6545.0,2644,13861.0,18.6065,16.053501,10.4755
2022-09-01 09:00:00,53050,47249,2585,6545.0,4996,13861.0,20.0565,17.4535,11.7255
2022-09-01 10:00:00,51286,45624,2753,6545.0,7841,13861.0,21.3065,18.9035,13.4755
2022-09-01 11:00:00,50069,44510,2837,6545.0,10303,13861.0,22.706501,19.1035,15.6255
2022-09-01 12:00:00,50477,44959,2882,6545.0,12052,13861.0,21.456501,21.3035,18.0755
2022-09-01 13:00:00,50804,45405,2879,6545.0,12533,13861.0,21.1065,21.2035,18.875502
2022-09-01 14:00:00,50286,45000,2864,6545.0,11467,13861.0,22.8565,21.1535,19.2255
2022-09-01 15:00:00,50763,45578,2819,6545.0,9506,13861.0,23.8565,21.6535,19.875502
2022-09-01 16:00:00,52369,47130,2732,6545.0,7451,13861.0,23.0065,22.2035,19.775501
2022-09-01 17:00:00,55454,49887,2743,6545.0,5077,13861.0,22.0065,21.7535,19.4755
2022-09-01 18:00:00,57643,51949,2585,6545.0,2645,13861.0,21.1065,21.4035,17.9755
2022-09-01 19:00:00,57753,52335,2404,6545.0,743,13861.0,19.4065,20.2535,15.7755
2022-09-01 20:00:00,58104,52728,2461,6545.0,7,13861.0,18.956501,18.3535,14.3755
2022-09-01 21:00:00,56271,51005,2524,6545.0,0,13861.0,18.3565,18.2035,13.2255
2022-09-01 22:00:00,51601,46976,2568,6545.0,0,13861.0,17.9065,18.7035,12.4755
2022-09-01 23:00:00,46427,42370,2549,6545.0,0,13861.0,17.456501,17.7535,12.1755
2022-09-02 00:00:00,41710,37968,2406,6545.0,0,13861.0,17.456501,17.1035,12.0255
2022-09-02 01:00:00,39852,36221,2153,6545.0,0,13861.0,17.1565,16.6035,11.4755
2022-09-02 02:00:00,39106,35574,1961,6545.0,0,13861.0,16.2565,16.2035,10.6255
2022-09-02 03:00:00,37969,34456,1786,6545.0,0,13861.0,15.9565,16.1035,10.3255
2022-09-02 04:00:00,37610,34037,1650,6545.0,0,13861.0,15.606501,15.7535,10.0755
2022-09-02 05:00:00,38395,34734,1602,6545.0,0,13861.0,15.2065,15.1535,9.9755
2022-09-02 06:00:00,41800,37881,1587,6545.0,0,13861.0,15.2065,15.0035,10.1255
2022-09-02 07:00:00,47391,43014,1572,6545.0,412,13861.0,16.2565,16.2035,11.5255
2022-09-02 08:00:00,52277,47276,1524,6545.0,1980,13861.0,17.6565,17.6035,13.0755
2022-09-02 09:00:00,54442,49222,1611,6545.0,4088,13861.0,18.8565,18.9535,14.8255
2022-09-02 10:00:00,54343,49097,1789,6545.0,6347,13861.0,21.1565,20.2035,16.275501
2022-09-02 11:00:00,53751,48576,2050,6545.0,8147,13861.0,22.456501,21.2035,17.625502
2022-09-02 12:00:00,53458,48476,2207,6545.0,9492,13861.0,22.0565,22.5535,18.9755
2022-09-02 13:00:00,53456,48652,2341,6545.0,9643,13861.0,24.206501,20.4535,20.025501
2022-09-02 14:00:00,52483,47880,2505,6545.0,9337,13861.0,23.6565,21.3535,20.375502
2022-09-02 15:00:00,52094,47513,2635,6545.0,9262,13861.0,22.956501,21.6535,19.9255
2022-09-02 16:00:00,52534,48017,2642,6545.0,6122,13861.0,22.1565,21.7535,19.3255
2022-09-02 17:00:00,54916,50218,2606,6545.0,4232,13861.0,21.706501,21.3535,18.375502
2022-09-02 18:00:00,57277,52574,2481,6545.0,2511,13861.0,20.8565,18.7535,17.5755
2022-09-02 19:00:00,57834,53359,2431,6545.0,654,13861.0,18.9065,17.3035,16.4255
2022-09-02 20:00:00,57889,53750,2685,6545.0,2,13861.0,17.8565,16.2535,16.4755
2022-09-02 21:00:00,55231,51717,2982,6545.0,0,13861.0,17.5565,16.2535,16.2255
2022-09-02 22:00:00,50363,47345,3156,6545.0,0,13861.0,16.0565,16.0035,15.9755
2022-09-02 23:00:00,45619,42683,3256,6545.0,0,13861.0,16.3565,15.8535,15.6255
2022-09-03 00:00:00,41355,38837,3277,6545.0,0,13861.0,16.5565,14.5535,15.7755
2022-09-03 01:00:00,38961,36651,3250,6545.0,0,13861.0,16.7565,14.3035,15.5755
2022-09-03 02:00:00,37552,35395,3276,6545.0,0,13861.0,15.6565,14.4535,14.9755
2022-09-03 03:00:00,35575,33482,3241,6545.0,0,13861.0,14.7065,14.1035,14.3755
2022-09-03 04:00:00,34899,32754,3201,6545.0,0,13861.0,14.2065,15.2535,14.3755
2022-09-03 05:00:00,35314,33260,3177,6545.0,0,13861.0,13.6565,14.6035,14.7255
2022-09-03 06:00:00,36355,34049,3169,6545.0,0,13861.0,14.5565,15.3535,15.2255
2022-09-03 07:00:00,39318,36727,3149,6545.0,486,13861.0,16.7565,16.2535,16.0755
2022-09-03 08:00:00,42452,39443,3154,6545.0,2157,13861.0,19.0565,17.0035,16.9255
2022-09-03 09:00:00,45282,41872,3460,6545.0,4198,13861.0,20.8565,17.6035,18.2255
2022-09-03 10:00:00,46167,42781,3776,6545.0,6078,13861.0,22.0065,18.0535,19.775501
2022-09-03 11:00:00,45517,42061,4094,6545.0,7934,13861.0,22.3065,18.0535,20.8255
2022-09-03 12:00:00,44710,41442,4415,6545.0,8541,13861.0,23.456501,18.8535,20.4755
2022-09-03 13:00:00,44105,40839,4672,6545.0,8347,13861.0,24.0065,19.2035,19.3255
2022-09-03 14:00:00,43429,40117,4884,6545.0,7023,13861.0,23.6565,19.5535,18.9255
2022-09-03 15:00:00,43396,40093,4933,6545.0,6231,13861.0,24.1065,19.0535,19.1755
2022-09-03 16:00:00,45090,41647,4821,6545.0,4757,13861.0,21.8565,18.4535,18.4755
2022-09-03 17:00:00,49607,46018,4681,6545.0,2871,13861.0,21.456501,18.2035,18.1755
2022-09-03 18:00:00,52529,49080,4503,6545.0,1398,13861.0,20.3065,17.7035,17.2255
2022-09-03 19:00:00,52531,49197,4409,6545.0,283,13861.0,18.956501,17.5535,16.4255
2022-09-03 20:00:00,52325,48853,4291,6545.0,0,13861.0,18.1565,17.4535,16.9255
2022-09-03 21:00:00,50139,46603,4047,6545.0,0,13861.0,17.1065,17.5535,16.6755
2022-09-03 22:00:00,46197,42907,3885,6545.0,0,13861.0,16.0065,17.3535,16.375502
2022-09-03 23:00:00,42346,39224,3801,6545.0,0,13861.0,15.7565,17.5035,16.375502
2022-09-04 00:00:00,39034,35896,3688,6545.0,0,13861.0,15.7065,18.1035,15.6255
2022-09-04 01:00:00,36573,33574,3588,6545.0,0,13861.0,16.1565,18.2535,15.7755
2022-09-04 02:00:00,35015,32116,3656,6545.0,0,13861.0,16.1065,17.6035,15.8255
2022-09-04 03:00:00,33288,30516,3771,6545.0,0,13861.0,15.9065,17.8035,15.7255
2022-09-04 04:00:00,32271,29754,3944,6545.0,0,13861.0,16.1565,17.8035,15.8755
2022-09-04 05:00:00,31926,29801,4244,6545.0,0,13861.0,16.456501,17.8035,15.7755
2022-09-04 06:00:00,32793,30664,4420,6545.0,0,13861.0,16.5565,18.0035,16.025501
2022-09-04 07:00:00,34810,32630,4478,6545.0,238,13861.0,18.1065,17.8035,16.4255
2022-09-04 08:00:00,38033,35614,4531,6545.0,1426,13861.0,19.6065,18.3035,16.525501
2022-09-04 09:00:00,41471,38717,4613,6545.0,3103,13861.0,21.0065,19.3535,16.025501
2022-09-04 10:00:00,43013,39776,4605,6545.0,5039,13861.0,21.8565,20.3035,16.7255
2022-09-04 11:00:00,43859,40062,4486,6545.0,6635,13861.0,22.206501,20.9535,18.025501
2022-09-04 12:00:00,44859,40400,4377,6545.0,8168,13861.0,22.6065,21.1035,17.625502
2022-09-04 13:00:00,45723,40915,4285,6545.0,8671,13861.0,22.9065,20.7035,19.025501
2022-09-04 14:00:00,44920,40043,4116,6545.0,8436,13861.0,23.2565,21.7535,19.6755
2022-09-04 15:00:00,45259,40318,3876,6545.0,7002,13861.0,23.3565,21.1035,20.775501
2022-09-04 16:00:00,47507,42428,3545,6545.0,6370,13861.0,23.5565,20.0035,20.375502
2022-09-04 17:00:00,50867,45604,3217,6545.0,4054,13861.0,23.3565,19.3035,19.8255
2022-09-04 18:00:00,53680,48342,2893,6545.0,2120,13861.0,21.9065,18.9035,18.9255
2022-09-04 19:00:00,54234,49099,2797,6545.0,418,13861.0,20.0565,19.0035,16.0755
2022-09-04 20:00:00,54344,49286,3055,6545.0,0,13861.0,19.0565,18.2535,15.4755
2022-09-04 21:00:00,51967,47012,3438,6545.0,0,13861.0,19.3565,17.9535,15.6755
2022-09-04 22:00:00,46998,42756,3752,6545.0,0,13861.0,18.206501,17.9535,15.8755
2022-09-04 23:00:00,42327,38575,3929,6545.0,0,13861.0,18.206501,17.5535,15.7255
2022-09-05 00:00:00,37852,34517,4017,6545.0,0,13861.0,19.706501,17.6535,16.875502
2022-09-05 01:00:00,35869,32902,4073,6545.0,0,13861.0,18.6065,17.8535,16.4255
2022-09-05 02:00:00,35321,32538,4053,6545.0,0,13861.0,17.9065,17.0035,16.5755
2022-09-05 03:00:00,34673,32016,4081,6545.0,0,13861.0,16.9065,16.5535,16.7255
2022-09-05 04:00:00,34720,32200,4134,6545.0,0,13861.0,16.6565,13.8035,16.6755
2022-09-05 05:00:00,35257,33233,4003,6545.0,0,13861.0,16.1065,15.3535,16.375502
2022-09-05 06:00:00,40286,37841,3709,6545.0,0,13861.0,16.206501,15.4035,16.3255
2022-09-05 07:00:00,48538,45086,3316,6545.0,492,13861.0,17.8065,16.4035,16.9255
2022-09-05 08:00:00,53311,48848,2985,6545.0,3041,13861.0,19.456501,17.4535,17.625502
2022-09-05 09:00:00,54155,49114,2843,6545.0,6114,13861.0,21.1065,18.6035,18.375502
2022-09-05 10:00:00,53923,48551,2930,6545.0,8627,13861.0,22.5565,19.7035,19.375502
2022-09-05 11:00:00,53459,48079,3187,6545.0,10340,13861.0,23.6565,20.1035,20.025501
2022-09-05 12:00:00,53764,48450,3303,6545.0,9827,13861.0,22.6065,18.9035,20.4255
2022-09-05 13:00:00,53819,48447,3331,6545.0,8833,13861.0,19.706501,20.1035,21.375502
2022-09-05 14:00:00,53452,48093,3502,6545.0,9057,13861.0,21.3065,21.5035,21.875502
2022-09-05 15:00:00,53349,47907,3601,6545.0,7103,13861.0,22.4065,21.0035,21.8255
2022-09-05 16:00:00,54640,49345,3522,6545.0,5639,13861.0,23.6065,21.1035,21.525501
2022-09-05 17:00:00,57490,52387,3319,6545.0,3874,13861.0,22.8565,18.7535,20.9755
2022-09-05 18:00:00,60712,55660,3098,6545.0,2110,13861.0,21.1565,17.1035,19.6755
2022-09-05 19:00:00,60431,55518,3243,6545.0,499,13861.0,18.956501,17.0535,18.1755
2022-09-05 20:00:00,59626,54670,3330,6545.0,0,13861.0,18.206501,17.3035,16.875502
2022-09-05 21:00:00,56142,51412,3424,6545.0,0,13861.0,18.0065,16.7535,15.7755
2022-09-05 22:00:00,51326,47111,3395,6545.0,0,13861.0,17.7565,16.3535,15.4755
2022-09-05 23:00:00,46052,42390,3284,6545.0,0,13861.0,17.3565,16.5035,15.9255
2022-09-06 00:00:00,42023,38726,3095,6545.0,0,13861.0,17.456501,15.9035,14.9755
2022-09-06 01:00:00,39588,36387,2854,6545.0,0,13861.0,16.8565,14.7535,15.0755
2022-09-06 02:00:00,38676,35838,2652,6545.0,0,13861.0,16.7565,14.7535,15.4755
2022-09-06 03:00:00,37440,34687,2485,6545.0,0,13861.0,15.6565,14.2535,15.2755
2022-09-06 04:00:00,36768,33658,2375,6545.0,0,13861.0,15.2565,14.7535,15.3755
2022-09-06 05:00:00,37519,34390,2279,6545.0,0,13861.0,15.106501,14.6535,14.6255
2022-09-06 06:00:00,42073,38569,2204,6545.0,0,13861.0,16.206501,15.1535,14.2755
2022-09-06 07:00:00,50005,45718,2241,6545.0,412,13861.0,17.8065,15.9535,15.2255
2022-09-06 08:00:00,55006,50142,2316,6545.0,2069,13861.0,19.5065,16.8035,16.6755
2022-09-06 09:00:00,57473,52386,2506,6545.0,3112,13861.0,20.1565,16.8035,17.9755
2022-09-06 10:00:00,57865,52639,2811,6545.0,4459,13861.0,19.6565,17.4535,19.275501
2022-09-06 11:00:00,57423,52229,3102,6545.0,6129,13861.0,19.3065,18.4035,19.9255
2022-09-06 12:00:00,56272,51066,3339,6545.0,8076,13861.0,23.0565,18.0535,20.025501
2022-09-06 13:00:00,55093,49848,3517,6545.0,8064,13861.0,20.8565,16.9535,19.025501
2022-09-06 14:00:00,53067,47838,3641,6545.0,9155,13861.0,21.9065,18.6035,16.7255
2022-09-06 15:00:00,52327,47115,3779,6545.0,9119,13861.0,21.0065,17.0535,16.6755
2022-09-06 16:00:00,54593,49275,3691,6545.0,6437,13861.0,19.1065,17.1535,17.3255
2022-09-06 17:00:00,58291,52802,3552,6545.0,3909,13861.0,18.3565,16.8535,17.2255
2022-09-06 18:00:00,60870,55375,3466,6545.0,1472,13861.0,17.4065,16.2035,16.6755
